MsgID.LOCAL_VELOCITY,1522257421.9948437,0.0006463,-0.0000958,-0.9864807
MsgID.GLOBAL_POSITION,1522257422.2428458,-121.9939362,37.4137420,0.7350000
MsgID.LOCAL_VELOCITY,1522257422.2428458,0.0000000,0.0000000,-2.4500000
MsgID.LOCAL_POSITION,1522257422.2431803,-0.0052453,-0.1395172,-0.7354074
MsgID.LOCAL_VELOCITY,1522257422.2431803,-0.0000355,-0.0046632,-2.4570150
MsgID.STATE,1522257422.4655406,True,True
MsgID.GLOBAL_HOME,1522257422.4659898,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1522257422.5089545,-121.9939347,37.4137429,1.4520000
MsgID.LOCAL_VELOCITY,1522257422.5089545,0.0000000,0.0000000,-3.2000000
MsgID.LOCAL_POSITION,1522257422.5091379,0.0975040,-0.0067211,-1.4524373
MsgID.LOCAL_VELOCITY,1522257422.5091379,0.0091650,0.0063591,-3.2094274
MsgID.GLOBAL_POSITION,1522257422.7434621,-121.9939337,37.4137423,2.3010000
MsgID.LOCAL_VELOCITY,1522257422.7434621,0.0200000,0.0100000,-3.5600000
MsgID.LOCAL_POSITION,1522257422.7441766,0.0345493,0.0809991,-2.3019757
MsgID.LOCAL_VELOCITY,1522257422.7441766,0.0205906,0.0118818,-3.5692325
MsgID.GLOBAL_POSITION,1522257422.9950862,-121.9939364,37.4137409,3.1550000
MsgID.LOCAL_VELOCITY,1522257422.9950862,0.0200000,0.0000000,-3.6800000
MsgID.LOCAL_POSITION,1522257422.9961653,-0.1277271,-0.1574503,-3.1556430
MsgID.LOCAL_VELOCITY,1522257422.9961653,0.0210545,-0.0030260,-3.6806326
MsgID.GLOBAL_POSITION,1522257423.2448299,-121.9939347,37.4137419,4.1100000
MsgID.LOCAL_VELOCITY,1522257423.2448299,0.0400000,0.0100000,-3.7200000
MsgID.LOCAL_POSITION,1522257423.2457078,-0.0074120,-0.0125677,-4.1108880
MsgID.LOCAL_VELOCITY,1522257423.2457078,0.0412481,0.0122095,-3.7246542
MsgID.STATE,1522257423.4650385,True,True
MsgID.GLOBAL_HOME,1522257423.4660501,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1522257423.5090413,-121.9939338,37.4137422,5.0100000
MsgID.LOCAL_VELOCITY,1522257423.5090413,0.0300000,0.0100000,-3.0700000
MsgID.LOCAL_POSITION,1522257423.5093131,0.0256952,0.0678053,-5.0108428
MsgID.LOCAL_VELOCITY,1522257423.5093131,0.0374513,0.0175407,-3.0778205
MsgID.GLOBAL_POSITION,1522257423.7454576,-121.9939348,37.4137422,5.4350000
MsgID.LOCAL_VELOCITY,1522257423.7454576,0.0500000,0.0100000,-0.5700000
MsgID.LOCAL_POSITION,1522257423.7890227,0.0167183,-0.0166862,-5.4357100
MsgID.LOCAL_VELOCITY,1522257423.7890227,0.0598806,0.0146185,-0.5710208
MsgID.GLOBAL_POSITION,1522257423.9960194,-121.9939333,37.4137424,5.3750000
MsgID.LOCAL_VELOCITY,1522257423.9960194,0.5800000,0.0000000,0.8300000
MsgID.LOCAL_POSITION,1522257423.9973214,0.0385850,0.1104288,-5.3754578
MsgID.LOCAL_VELOCITY,1522257423.9973214,0.5842841,0.0077723,0.8396195
MsgID.GLOBAL_POSITION,1522257424.2465820,-121.9939340,37.4137452,5.0790000
MsgID.LOCAL_VELOCITY,1522257424.2465820,1.4800000,0.0000000,1.3700000
MsgID.LOCAL_POSITION,1522257424.2479286,0.3527573,0.0500274,-5.0797424
MsgID.LOCAL_VELOCITY,1522257424.2479286,1.4846144,-0.0006401,1.3747470
MsgID.STATE,1522257424.4671633,True,True
MsgID.GLOBAL_HOME,1522257424.4689801,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1522257424.4959822,-121.9939349,37.4137520,4.8200000
MsgID.LOCAL_VELOCITY,1522257424.4959822,3.0000000,-0.0100000,0.4700000
MsgID.LOCAL_POSITION,1522257424.5370507,1.1064358,-0.0310907,-4.8208747
MsgID.LOCAL_VELOCITY,1522257424.5370507,3.0022740,-0.0161873,0.4703639
MsgID.GLOBAL_POSITION,1522257424.7521930,-121.9939346,37.4137591,4.8260000
MsgID.LOCAL_VELOCITY,1522257424.7521930,4.2800000,-0.0100000,-0.4100000
MsgID.LOCAL_POSITION,1522257424.7533603,1.8978004,-0.0036270,-4.8264713
MsgID.LOCAL_VELOCITY,1522257424.7533603,4.2819161,-0.0108541,-0.4133377
MsgID.GLOBAL_POSITION,1522257424.9974725,-121.9939346,37.4137681,4.9660000
MsgID.LOCAL_VELOCITY,1522257424.9974725,5.1300000,0.0000000,-0.4900000
MsgID.LOCAL_POSITION,1522257424.9981208,2.9015324,-0.0049412,-4.9666438
MsgID.LOCAL_VELOCITY,1522257424.9981208,5.1383643,-0.0009577,-0.4985141
MsgID.GLOBAL_POSITION,1522257425.2474990,-121.9939350,37.4137813,5.0290000
MsgID.LOCAL_VELOCITY,1522257425.2474990,5.5600000,0.0000000,-0.0200000
MsgID.LOCAL_POSITION,1522257425.2479203,4.3650203,-0.0409937,-5.0299163
MsgID.LOCAL_VELOCITY,1522257425.2479203,5.5660448,0.0036134,-0.0273272
MsgID.STATE,1522257425.4653738,True,True
MsgID.GLOBAL_HOME,1522257425.4657636,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1522257425.4981544,-121.9939335,37.4137956,5.0000000
MsgID.LOCAL_VELOCITY,1522257425.4981544,6.0200000,0.0000000,0.2400000
MsgID.LOCAL_POSITION,1522257425.5421498,5.9543204,0.0937168,-5.0007401
MsgID.LOCAL_VELOCITY,1522257425.5421498,6.0290103,0.0096656,0.2422945
MsgID.GLOBAL_POSITION,1522257425.7465088,-121.9939332,37.4138097,4.9550000
MsgID.LOCAL_VELOCITY,1522257425.7465088,6.2800000,-0.0400000,0.2100000
MsgID.LOCAL_POSITION,1522257425.7470191,7.5179901,0.1251230,-4.9553204
MsgID.LOCAL_VELOCITY,1522257425.7470191,6.2872958,-0.0471649,0.2187587
MsgID.GLOBAL_POSITION,1522257425.9968395,-121.9939345,37.4138216,4.9430000
MsgID.LOCAL_VELOCITY,1522257425.9968395,5.2500000,-0.1300000,0.0300000
MsgID.LOCAL_POSITION,1522257425.9977412,8.8381968,0.0091528,-4.9432230
MsgID.LOCAL_VELOCITY,1522257425.9977412,5.2515807,-0.1389176,0.0340434
MsgID.GLOBAL_POSITION,1522257426.2476187,-121.9939354,37.4138302,4.9620000
MsgID.LOCAL_VELOCITY,1522257426.2476187,3.2800000,-0.1000000,-0.0500000
MsgID.LOCAL_POSITION,1522257426.2489290,9.8031178,-0.0762701,-4.9625001
MsgID.LOCAL_VELOCITY,1522257426.2489290,3.2847168,-0.1034718,-0.0528889
MsgID.STATE,1522257426.4664359,True,True
MsgID.GLOBAL_HOME,1522257426.4684427,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1522257426.5093112,-121.9939360,37.4138371,4.9750000
MsgID.LOCAL_VELOCITY,1522257426.5093112,1.9500000,0.3200000,0.0100000
MsgID.LOCAL_POSITION,1522257426.5099642,10.5644207,-0.1235088,-4.9753203
MsgID.LOCAL_VELOCITY,1522257426.5099642,1.9540131,0.3262001,0.0175901
MsgID.GLOBAL_POSITION,1522257426.7471507,-121.9939344,37.4138401,4.9620000
MsgID.LOCAL_VELOCITY,1522257426.7471507,1.4600000,1.5200000,0.0000000
MsgID.LOCAL_POSITION,1522257426.7478769,10.8957062,0.0186005,-4.9628148
MsgID.LOCAL_VELOCITY,1522257426.7478769,1.4680855,1.5276803,0.0011042
MsgID.GLOBAL_POSITION,1522257426.9969490,-121.9939285,37.4138423,4.9550000
MsgID.LOCAL_VELOCITY,1522257426.9969490,1.0400000,2.5900000,-0.0400000
MsgID.LOCAL_POSITION,1522257426.9975851,11.1463032,0.5400061,-4.9550171
MsgID.LOCAL_VELOCITY,1522257426.9975851,1.0415312,2.5956748,-0.0432634
MsgID.GLOBAL_POSITION,1522257427.2497227,-121.9939176,37.4138452,4.9510000
MsgID.LOCAL_VELOCITY,1522257427.2497227,0.5700000,3.5400000,-0.1300000
MsgID.LOCAL_POSITION,1522257427.2504134,11.4645300,1.5140340,-4.9512305
MsgID.LOCAL_VELOCITY,1522257427.2504134,0.5702656,3.5468276,-0.1381321
MsgID.STATE,1522257427.4658937,True,True
MsgID.GLOBAL_HOME,1522257427.4663785,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1522257427.5090084,-121.9939054,37.4138447,4.9550000
MsgID.LOCAL_VELOCITY,1522257427.5090084,0.1200000,4.3300000,-0.1500000
MsgID.LOCAL_POSITION,1522257427.5092309,11.4134626,2.5961676,-4.9552708
MsgID.LOCAL_VELOCITY,1522257427.5092309,0.1286573,4.3310704,-0.1530916
MsgID.GLOBAL_POSITION,1522257427.7484856,-121.9938924,37.4138461,4.9560000
MsgID.LOCAL_VELOCITY,1522257427.7484856,-0.2800000,5.0000000,-0.1300000
MsgID.LOCAL_POSITION,1522257427.7491188,11.5620346,3.7517722,-4.9561567
MsgID.LOCAL_VELOCITY,1522257427.7491188,-0.2833500,5.0041718,-0.1318873
MsgID.GLOBAL_POSITION,1522257427.9986346,-121.9938789,37.4138458,4.9590000
MsgID.LOCAL_VELOCITY,1522257427.9986346,-0.7100000,5.5700000,-0.1100000
MsgID.LOCAL_POSITION,1522257427.9990597,11.5335455,4.9492345,-4.9598160
MsgID.LOCAL_VELOCITY,1522257427.9990597,-0.7147812,5.5726981,-0.1187770
MsgID.GLOBAL_POSITION,1522257428.2488859,-121.9938622,37.4138438,4.9720000
MsgID.LOCAL_VELOCITY,1522257428.2488859,-1.2000000,6.0300000,-0.0800000
MsgID.LOCAL_POSITION,1522257428.2494159,11.3043880,6.4388938,-4.9720898
MsgID.LOCAL_VELOCITY,1522257428.2494159,-1.2107080,6.0320878,-0.0881435
MsgID.STATE,1522257428.4670560,True,True
MsgID.GLOBAL_HOME,1522257428.4689777,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1522257428.5095325,-121.9938475,37.4138407,4.9920000
MsgID.LOCAL_VELOCITY,1522257428.5095325,-1.6600000,6.0100000,-0.0600000
MsgID.LOCAL_POSITION,1522257428.5106957,10.9635439,7.7476907,-4.9928937
MsgID.LOCAL_VELOCITY,1522257428.5106957,-1.6664696,6.0193892,-0.0605192
MsgID.GLOBAL_POSITION,1522257428.7476883,-121.9938320,37.4138351,5.0040000
MsgID.LOCAL_VELOCITY,1522257428.7476883,-1.6600000,4.8100000,0.0900000
MsgID.LOCAL_POSITION,1522257428.7499006,10.3360205,9.1433172,-5.0044303
MsgID.LOCAL_VELOCITY,1522257428.7499006,-1.6605197,4.7798367,0.0953626
MsgID.GLOBAL_POSITION,1522257429.0013211,-121.9938192,37.4138321,5.0030000
MsgID.LOCAL_VELOCITY,1522257429.0013211,-1.1400000,3.0500000,0.1500000
MsgID.LOCAL_POSITION,1522257429.0027003,10.0041275,10.2641220,-5.0035748
MsgID.LOCAL_VELOCITY,1522257429.0027003,-1.1371777,3.0456290,0.1581485
MsgID.GLOBAL_POSITION,1522257429.2504218,-121.9938111,37.4138304,4.9880000
MsgID.LOCAL_VELOCITY,1522257429.2504218,-0.5800000,1.4600000,0.2300000
MsgID.LOCAL_POSITION,1522257429.2506726,9.8183479,10.9899836,-4.9879694
MsgID.LOCAL_VELOCITY,1522257429.2506726,-0.5696144,1.4094639,0.2297257
MsgID.STATE,1522257429.4757957,True,True
MsgID.GLOBAL_HOME,1522257429.4784288,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1522257429.5172436,-121.9938100,37.4138284,4.9740000
MsgID.LOCAL_VELOCITY,1522257429.5172436,-0.2000000,0.1000000,0.1200000
MsgID.LOCAL_POSITION,1522257429.5182209,9.6008844,11.0732231,-4.9746714
MsgID.LOCAL_VELOCITY,1522257429.5182209,-0.2006227,0.1045861,0.1242097
MsgID.GLOBAL_POSITION,1522257429.7506843,-121.9938135,37.4138279,4.9770000
MsgID.LOCAL_VELOCITY,1522257429.7506843,0.2500000,-1.0500000,0.0400000
MsgID.LOCAL_POSITION,1522257429.7510223,9.5464802,10.7542553,-4.9778404
MsgID.LOCAL_VELOCITY,1522257429.7510223,0.2686300,-1.0668153,0.0470510
MsgID.GLOBAL_POSITION,1522257430.0004640,-121.9938153,37.4138291,4.9660000
MsgID.LOCAL_VELOCITY,1522257430.0004640,0.5600000,-1.3000000,0.0500000
MsgID.LOCAL_POSITION,1522257430.0030246,9.6772528,10.5984144,-4.9668241
MsgID.LOCAL_VELOCITY,1522257430.0030246,0.5653550,-1.3014222,0.0510324
MsgID.GLOBAL_POSITION,1522257430.2505636,-121.9938203,37.4138323,4.9500000
MsgID.LOCAL_VELOCITY,1522257430.2505636,0.5600000,-1.0400000,-0.0500000
MsgID.LOCAL_POSITION,1522257430.2530336,10.0300493,10.1550636,-4.9503541
MsgID.LOCAL_VELOCITY,1522257430.2530336,0.5627202,-1.0453564,-0.0555623
MsgID.STATE,1522257430.4731555,True,True
MsgID.GLOBAL_HOME,1522257430.4733374,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1522257430.5172164,-121.9938220,37.4138328,4.9440000
MsgID.LOCAL_VELOCITY,1522257430.5172164,-0.1000000,-0.5300000,-0.1400000
MsgID.LOCAL_POSITION,1522257430.5177097,10.0878620,10.0089912,-4.9444327
MsgID.LOCAL_VELOCITY,1522257430.5177097,-0.1189842,-0.5341104,-0.1493239
MsgID.GLOBAL_POSITION,1522257430.7517138,-121.9938226,37.4138294,4.9430000
MsgID.LOCAL_VELOCITY,1522257430.7517138,-1.3400000,-0.3600000,-0.1900000
MsgID.LOCAL_POSITION,1522257430.7544320,9.7002840,9.9518290,-4.9437194
MsgID.LOCAL_VELOCITY,1522257430.7544320,-1.3640326,-0.3637759,-0.2004365
MsgID.GLOBAL_POSITION,1522257431.0005794,-121.9938237,37.4138251,4.9560000
MsgID.LOCAL_VELOCITY,1522257431.0005794,-2.5400000,-0.2700000,-0.2500000
MsgID.LOCAL_POSITION,1522257431.0036094,9.2134933,9.8530979,-4.9566493
MsgID.LOCAL_VELOCITY,1522257431.0036094,-2.5726635,-0.2723581,-0.2605356
MsgID.GLOBAL_POSITION,1522257431.2517724,-121.9938239,37.4138189,4.9700000
MsgID.LOCAL_VELOCITY,1522257431.2517724,-3.4900000,-0.1700000,-0.2100000
MsgID.LOCAL_POSITION,1522257431.2541096,8.5112963,9.8390560,-4.9704542
MsgID.LOCAL_VELOCITY,1522257431.2541096,-3.5315471,-0.1668153,-0.2133995
MsgID.STATE,1522257431.4736958,True,True
MsgID.GLOBAL_HOME,1522257431.4740846,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1522257431.5176163,-121.9938242,37.4138102,4.9790000
MsgID.LOCAL_VELOCITY,1522257431.5176163,-4.3300000,-0.0800000,-0.1700000
MsgID.LOCAL_POSITION,1522257431.5187480,7.5493836,9.8088093,-4.9792404
MsgID.LOCAL_VELOCITY,1522257431.5187480,-4.3542314,-0.0784166,-0.1713272
MsgID.GLOBAL_POSITION,1522257431.7522101,-121.9938243,37.4137995,4.9860000
MsgID.LOCAL_VELOCITY,1522257431.7522101,-5.0500000,0.0100000,-0.0600000
MsgID.LOCAL_POSITION,1522257431.7541850,6.3834658,9.8008204,-4.9867783
MsgID.LOCAL_VELOCITY,1522257431.7541850,-5.0515289,0.0119833,-0.0654143
MsgID.GLOBAL_POSITION,1522257432.0007491,-121.9938242,37.4137895,4.9810000
MsgID.LOCAL_VELOCITY,1522257432.0007491,-5.6400000,0.0800000,0.0000000
MsgID.LOCAL_POSITION,1522257432.0032763,5.2474995,9.8135481,-4.9811339
MsgID.LOCAL_VELOCITY,1522257432.0032763,-5.6547117,0.0915874,0.0041578
MsgID.GLOBAL_POSITION,1522257432.2515783,-121.9938245,37.4137762,4.9860000
MsgID.LOCAL_VELOCITY,1522257432.2515783,-6.2300000,0.1600000,0.0000000
MsgID.LOCAL_POSITION,1522257432.2538650,3.7661417,9.7828560,-4.9861789
MsgID.LOCAL_VELOCITY,1522257432.2538650,-6.2444696,0.1696548,0.0128110
MsgID.STATE,1522257432.4734368,True,True
MsgID.GLOBAL_HOME,1522257432.4737644,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1522257432.5009401,-121.9938253,37.4137612,4.9910000
MsgID.LOCAL_VELOCITY,1522257432.5009401,-6.2300000,0.2500000,0.0700000
MsgID.LOCAL_POSITION,1522257432.5410411,2.0889542,9.7149734,-4.9913144
MsgID.LOCAL_VELOCITY,1522257432.5410411,-6.2205977,0.2608091,0.0686225
MsgID.GLOBAL_POSITION,1522257432.7511950,-121.9938240,37.4137462,4.9930000
MsgID.LOCAL_VELOCITY,1522257432.7511950,-4.8200000,0.3400000,0.0700000
MsgID.LOCAL_POSITION,1522257432.7554939,0.4684481,9.8283663,-4.9938974
MsgID.LOCAL_VELOCITY,1522257432.7554939,-4.8264785,0.3470137,0.0756249
MsgID.GLOBAL_POSITION,1522257433.0031211,-121.9938228,37.4137386,4.9980000
MsgID.LOCAL_VELOCITY,1522257433.0031211,-3.0500000,0.3200000,0.1200000
MsgID.LOCAL_POSITION,1522257433.0067999,-0.3799083,9.9394627,-4.9985695
MsgID.LOCAL_VELOCITY,1522257433.0067999,-3.0469618,0.3257001,0.1204561
MsgID.GLOBAL_POSITION,1522257433.2541540,-121.9938203,37.4137335,4.9930000
MsgID.LOCAL_VELOCITY,1522257433.2541540,-1.3400000,0.1700000,0.1400000
MsgID.LOCAL_POSITION,1522257433.2562902,-0.9700299,10.1728621,-4.9930997
MsgID.LOCAL_VELOCITY,1522257433.2562902,-1.2874212,0.1664287,0.1496875
MsgID.STATE,1522257433.4750767,True,True
MsgID.GLOBAL_HOME,1522257433.4769533,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1522257433.5171461,-121.9938189,37.4137311,4.9800000
MsgID.LOCAL_VELOCITY,1522257433.5171461,0.0500000,-0.0200000,0.1000000
MsgID.LOCAL_POSITION,1522257433.5175612,-1.2075105,10.2833176,-4.9798737
MsgID.LOCAL_VELOCITY,1522257433.5175612,0.0725043,-0.0324484,0.1088801
MsgID.GLOBAL_POSITION,1522257433.7543116,-121.9938212,37.4137335,4.9760000
MsgID.LOCAL_VELOCITY,1522257433.7543116,1.2200000,-0.2800000,0.0000000
MsgID.LOCAL_POSITION,1522257433.7565396,-0.9419609,10.0783539,-4.9770074
MsgID.LOCAL_VELOCITY,1522257433.7565396,1.2370892,-0.2828434,0.0073704
MsgID.GLOBAL_POSITION,1522257434.0050995,-121.9938218,37.4137368,4.9730000
MsgID.LOCAL_VELOCITY,1522257434.0050995,1.5400000,-0.2700000,0.0000000
MsgID.LOCAL_POSITION,1522257434.0079019,-0.5808733,10.0228367,-4.9732051
MsgID.LOCAL_VELOCITY,1522257434.0079019,1.5467410,-0.2744155,0.0008538
MsgID.GLOBAL_POSITION,1522257434.2566466,-121.9938223,37.4137391,4.9810000
MsgID.LOCAL_VELOCITY,1522257434.2566466,1.1500000,-0.1100000,-0.0500000
MsgID.LOCAL_POSITION,1522257434.2608023,-0.3162098,9.9828005,-4.9812427
MsgID.LOCAL_VELOCITY,1522257434.2608023,1.1433764,-0.1138817,-0.0583684
MsgID.STATE,1522257434.4741752,True,True
MsgID.GLOBAL_HOME,1522257434.4757681,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1522257434.5055327,-121.9938227,37.4137407,4.9900000
MsgID.LOCAL_VELOCITY,1522257434.5055327,0.4700000,-0.0200000,0.0000000
MsgID.LOCAL_POSITION,1522257434.5491135,-0.1432750,9.9479170,-4.9900780
MsgID.LOCAL_VELOCITY,1522257434.5491135,0.4689155,-0.0237244,0.0080976
MsgID.GLOBAL_POSITION,1522257434.7565284,-121.9938226,37.4137417,4.9790000
MsgID.LOCAL_VELOCITY,1522257434.7565284,0.1600000,-0.2000000,0.0700000
MsgID.LOCAL_POSITION,1522257434.7977080,-0.0337283,9.9515181,-4.9795222
MsgID.LOCAL_VELOCITY,1522257434.7977080,0.1684198,-0.2067552,0.0764746
MsgID.GLOBAL_POSITION,1522257435.0069175,-121.9938232,37.4137425,4.9850000
MsgID.LOCAL_VELOCITY,1522257435.0069175,0.1400000,-1.4200000,-0.0400000
MsgID.LOCAL_POSITION,1522257435.0089984,0.0549607,9.9043312,-4.9855037
MsgID.LOCAL_VELOCITY,1522257435.0089984,0.1468312,-1.4230301,-0.0472971
MsgID.GLOBAL_POSITION,1522257435.2561927,-121.9938303,37.4137447,5.0050000
MsgID.LOCAL_VELOCITY,1522257435.2561927,0.1200000,-2.5700000,-0.0100000
MsgID.LOCAL_POSITION,1522257435.2581863,0.2975248,9.2689114,-5.0057564
MsgID.LOCAL_VELOCITY,1522257435.2581863,0.1269328,-2.5787659,-0.0108505
MsgID.STATE,1522257435.4748261,True,True
MsgID.GLOBAL_HOME,1522257435.4757881,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1522257435.5057032,-121.9938397,37.4137452,5.0080000
MsgID.LOCAL_VELOCITY,1522257435.5057032,0.0500000,-3.4900000,0.0600000
MsgID.LOCAL_POSITION,1522257435.5490599,0.3535075,8.4056797,-5.0085831
MsgID.LOCAL_VELOCITY,1522257435.5490599,0.0518845,-3.5162325,0.0708960
MsgID.GLOBAL_POSITION,1522257435.7572894,-121.9938504,37.4137447,5.0020000
MsgID.LOCAL_VELOCITY,1522257435.7572894,-0.0300000,-4.3100000,0.1000000
MsgID.LOCAL_POSITION,1522257435.7596676,0.3001699,7.4861445,-5.0023694
MsgID.LOCAL_VELOCITY,1522257435.7596676,-0.0304825,-4.3146667,0.1070992
MsgID.GLOBAL_POSITION,1522257436.0072186,-121.9938618,37.4137433,4.9890000
MsgID.LOCAL_VELOCITY,1522257436.0072186,-0.0900000,-5.0500000,0.1100000
MsgID.LOCAL_POSITION,1522257436.0093997,0.1437338,6.4720078,-4.9893212
MsgID.LOCAL_VELOCITY,1522257436.0093997,-0.0928623,-5.0583572,0.1102262
MsgID.GLOBAL_POSITION,1522257436.2556260,-121.9938788,37.4137430,4.9840000
MsgID.LOCAL_VELOCITY,1522257436.2556260,-0.1000000,-5.7400000,0.0500000
MsgID.LOCAL_POSITION,1522257436.2599974,0.1053620,4.9590135,-4.9844508
MsgID.LOCAL_VELOCITY,1522257436.2599974,-0.1097473,-5.7451429,0.0502804
MsgID.STATE,1522257436.4761822,True,True
MsgID.GLOBAL_HOME,1522257436.4792058,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1522257436.5063529,-121.9938957,37.4137424,4.9860000
MsgID.LOCAL_VELOCITY,1522257436.5063529,-0.1100000,-6.3000000,0.0000000
MsgID.LOCAL_POSITION,1522257436.5489984,0.0400014,3.4393864,-4.9862103
MsgID.LOCAL_VELOCITY,1522257436.5489984,-0.1157276,-6.3063335,0.0088223
MsgID.GLOBAL_POSITION,1522257436.7572200,-121.9939116,37.4137427,4.9850000
MsgID.LOCAL_VELOCITY,1522257436.7572200,-0.0900000,-6.0500000,0.0100000
MsgID.LOCAL_POSITION,1522257436.7593441,0.0809472,2.0386889,-4.9851561
MsgID.LOCAL_VELOCITY,1522257436.7593441,-0.0989056,-6.0511827,0.0116214
MsgID.GLOBAL_POSITION,1522257437.0078003,-121.9939260,37.4137427,4.9850000
MsgID.LOCAL_VELOCITY,1522257437.0078003,-0.1000000,-4.6400000,-0.0200000
MsgID.LOCAL_POSITION,1522257437.0107319,0.0743827,0.7596324,-4.9859533
MsgID.LOCAL_VELOCITY,1522257437.0107319,-0.1074718,-4.6366243,-0.0206029
MsgID.GLOBAL_POSITION,1522257437.2583473,-121.9939374,37.4137434,4.9850000
MsgID.LOCAL_VELOCITY,1522257437.2583473,-0.1100000,-2.7500000,0.0000000
MsgID.LOCAL_POSITION,1522257437.2614429,0.1520834,-0.2603407,-4.9854951
MsgID.LOCAL_VELOCITY,1522257437.2614429,-0.1154790,-2.7365167,0.0016921
MsgID.STATE,1522257437.4742544,True,True
MsgID.GLOBAL_HOME,1522257437.4747157,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1522257437.5170732,-121.9939447,37.4137426,4.9780000
